,Article ID,Unnamed: 0.1.1.1,Event Date,Event Type,Event-Type Precision,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,Source-Country,Source-date,Source-Type,Language,City,City code,Country
5119,346,346,14-05-2020,Arrival by sea,,,,,,679,200,,,,679,E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5120,346,346,14-05-2020,Arrival by sea,,,,,,679,200,,,,679,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5121,346,346,14-05-2020,Arrival by sea,,,,,,679,200,,,,679,E,,,,,,,,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5122,346,346,14-05-2020,Rescued at sea,,,,,,679,200,,,,679,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5123,346,346,14-05-2020,Rescued at sea,,,,,,679,200,,,,679,E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5124,346,346,14-05-2020,Rescued at sea,,,,,,679,200,,,,679,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5125,346,346,14-05-2020,Rescued at sea,,,,,,679,200,,,,679,E,,,,,,,,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5126,346,346,14-05-2020,Deportation,,,,,,679,200,,,,679,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5127,346,346,14-05-2020,Deportation,,,,,,679,200,,,,679,E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5128,346,346,14-05-2020,Deportation,,,,,,679,200,,,,679,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5129,346,346,14-05-2020,Deportation,,,,,,679,200,,,,679,E,,,,,,,,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5130,347,347,01-05-2020,Social,,,,,,300,,,,,,,NE-8-Niamey,13.0,30.0,31,N,2.0,6,40,E,Jordan,15-05-2020,Written press,Arabic,Niamey,NE-8,Niger
5131,347,347,01-05-2020,Social,,,,,,300,,,,,,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,Jordan,15-05-2020,Written press,Arabic,Niamey,NE-8,Niger
5132,347,347,01-05-2020,Social,,,,,,300,,,,,,E,,,,,,,,,E,Jordan,15-05-2020,Written press,Arabic,Niamey,NE-8,Niger
5136,347,347,01-05-2020,government actions,,,,,,300,,,,,,,NE-8-Niamey,13.0,30.0,31,N,2.0,6,40,E,Jordan,15-05-2020,Written press,Arabic,Niamey,NE-8,Niger
5137,347,347,01-05-2020,government actions,,,,,,300,,,,,,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,Jordan,15-05-2020,Written press,Arabic,Niamey,NE-8,Niger
5138,347,347,01-05-2020,government actions,,,,,,300,,,,,,E,,,,,,,,,E,Jordan,15-05-2020,Written press,Arabic,Niamey,NE-8,Niger
5142,347,347,01-05-2020,Rescued when crossing borders,,,,,,300,,,,,,,NE-8-Niamey,13.0,30.0,31,N,2.0,6,40,E,Jordan,15-05-2020,Written press,Arabic,Niamey,NE-8,Niger
5143,347,347,01-05-2020,Rescued when crossing borders,,,,,,300,,,,,,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,Jordan,15-05-2020,Written press,Arabic,Niamey,NE-8,Niger
5144,347,347,01-05-2020,Rescued when crossing borders,,,,,,300,,,,,,E,,,,,,,,,E,Jordan,15-05-2020,Written press,Arabic,Niamey,NE-8,Niger
5145,348,348,09-05-2020,Movements,,,1600.0,,,300,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5146,348,348,09-05-2020,Movements,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Assamaka,19.0,22,0,N,5.0,48.0,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5147,348,348,09-05-2020,Movements,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Dirkou,19.0,0.0,5,N,12.0,53.0,"34,8",E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5148,348,348,09-05-2020,Movements,,,1600.0,,,300,,,,,,E,,,,,,,,,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5153,348,348,09-05-2020,Dying when crossing borders,,,1600.0,,,300,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5154,348,348,09-05-2020,Dying when crossing borders,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Assamaka,19.0,22,0,N,5.0,48.0,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5155,348,348,09-05-2020,Dying when crossing borders,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Dirkou,19.0,0.0,5,N,12.0,53.0,"34,8",E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5156,348,348,09-05-2020,Dying when crossing borders,,,1600.0,,,300,,,,,,E,,,,,,,,,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5157,348,348,09-05-2020,Rescued when crossing borders,,,1600.0,,,300,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5158,348,348,09-05-2020,Rescued when crossing borders,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Assamaka,19.0,22,0,N,5.0,48.0,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5159,348,348,09-05-2020,Rescued when crossing borders,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Dirkou,19.0,0.0,5,N,12.0,53.0,"34,8",E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5160,348,348,09-05-2020,Rescued when crossing borders,,,1600.0,,,300,,,,,,E,,,,,,,,,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5161,348,348,09-05-2020,Arrivals through borders,,,1600.0,,,300,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5162,348,348,09-05-2020,Arrivals through borders,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Assamaka,19.0,22,0,N,5.0,48.0,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5163,348,348,09-05-2020,Arrivals through borders,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Dirkou,19.0,0.0,5,N,12.0,53.0,"34,8",E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5164,348,348,09-05-2020,Arrivals through borders,,,1600.0,,,300,,,,,,E,,,,,,,,,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5165,348,348,09-05-2020,Departures,,,1600.0,,,300,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5166,348,348,09-05-2020,Departures,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Assamaka,19.0,22,0,N,5.0,48.0,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5167,348,348,09-05-2020,Departures,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Dirkou,19.0,0.0,5,N,12.0,53.0,"34,8",E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5168,348,348,09-05-2020,Departures,,,1600.0,,,300,,,,,,E,,,,,,,,,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5173,348,348,09-05-2020,abandonned in desert,,,1600.0,,,300,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5174,348,348,09-05-2020,abandonned in desert,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Assamaka,19.0,22,0,N,5.0,48.0,0,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5175,348,348,09-05-2020,abandonned in desert,,,1600.0,,,300,,,,,,E,NE-1-Agadez => Dirkou,19.0,0.0,5,N,12.0,53.0,"34,8",E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5176,348,348,09-05-2020,abandonned in desert,,,1600.0,,,300,,,,,,E,,,,,,,,,E,UK,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
5177,349,349,,Social,,,,,,,,,,,,,LY-SB-Sabha,27.0,2.0,,N,14.0,26,,,UK,17-05-2020,Written press,Arabic,Sabha,LY-SB,Libya
5179,349,349,,government actions,,,,,,,,,,,,,LY-SB-Sabha,27.0,2.0,,N,14.0,26,,,UK,17-05-2020,Written press,Arabic,Sabha,LY-SB,Libya
5180,350,350,30-01-2020,Movements,,,,,,,,,,,,947,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5181,350,350,30-01-2020,Movements,,,,,,,,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5182,350,350,30-01-2020,Movements,,,,,,,,,,,,E,,,,,,,,,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5186,350,350,30-01-2020,Deportation,,,,,,,,,,,,947,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5187,350,350,30-01-2020,Deportation,,,,,,,,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5188,350,350,30-01-2020,Deportation,,,,,,,,,,,,E,,,,,,,,,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5192,350,350,30-01-2020,NGOs actions,,,,,,,,,,,,947,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5193,350,350,30-01-2020,NGOs actions,,,,,,,,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5194,350,350,30-01-2020,NGOs actions,,,,,,,,,,,,E,,,,,,,,,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5195,350,350,30-01-2020,government actions,,,,,,,,,,,,947,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5196,350,350,30-01-2020,government actions,,,,,,,,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5197,350,350,30-01-2020,government actions,,,,,,,,,,,,E,,,,,,,,,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5198,350,350,30-01-2020,OSC actions,,,,,,,,,,,,947,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5199,350,350,30-01-2020,OSC actions,,,,,,,,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5200,350,350,30-01-2020,OSC actions,,,,,,,,,,,,E,,,,,,,,,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5201,350,350,30-01-2020,Details on lockdown,,,,,,,,,,,,947,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5202,350,350,30-01-2020,Details on lockdown,,,,,,,,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5203,350,350,30-01-2020,Details on lockdown,,,,,,,,,,,,E,,,,,,,,,E,USA,06-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5204,351,351,13-06-2020,Health,risk of infections,,,,,,,,,,,,LY-SB-Sabha,27.0,2.0,,N,14.0,26,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5205,351,351,13-06-2020,Health,risk of infections,,,,,,,,,,,E,LY-TB-tripoli,32.0,52,"30,38",N,13.0,11.0,"14,86",E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5206,351,351,13-06-2020,Health,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5213,351,351,13-06-2020,risk of infections,risk of infections,,,,,,,,,,,,LY-SB-Sabha,27.0,2.0,,N,14.0,26,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5214,351,351,13-06-2020,risk of infections,risk of infections,,,,,,,,,,,E,LY-TB-tripoli,32.0,52,"30,38",N,13.0,11.0,"14,86",E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5215,351,351,13-06-2020,risk of infections,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5216,351,351,13-06-2020,infections,risk of infections,,,,,,,,,,,,LY-SB-Sabha,27.0,2.0,,N,14.0,26,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5217,351,351,13-06-2020,infections,risk of infections,,,,,,,,,,,E,LY-TB-tripoli,32.0,52,"30,38",N,13.0,11.0,"14,86",E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5218,351,351,13-06-2020,infections,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5219,351,351,13-06-2020,access to health care,risk of infections,,,,,,,,,,,,LY-SB-Sabha,27.0,2.0,,N,14.0,26,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5220,351,351,13-06-2020,access to health care,risk of infections,,,,,,,,,,,E,LY-TB-tripoli,32.0,52,"30,38",N,13.0,11.0,"14,86",E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5221,351,351,13-06-2020,access to health care,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5225,351,351,13-06-2020,quarantine,risk of infections,,,,,,,,,,,,LY-SB-Sabha,27.0,2.0,,N,14.0,26,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5226,351,351,13-06-2020,quarantine,risk of infections,,,,,,,,,,,E,LY-TB-tripoli,32.0,52,"30,38",N,13.0,11.0,"14,86",E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5227,351,351,13-06-2020,quarantine,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5228,351,351,13-06-2020,Details on lockdown,risk of infections,,,,,,,,,,,,LY-SB-Sabha,27.0,2.0,,N,14.0,26,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5229,351,351,13-06-2020,Details on lockdown,risk of infections,,,,,,,,,,,E,LY-TB-tripoli,32.0,52,"30,38",N,13.0,11.0,"14,86",E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5230,351,351,13-06-2020,Details on lockdown,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5234,351,351,13-06-2020,Arrivals through borders,risk of infections,,,,,,,,,,,,LY-SB-Sabha,27.0,2.0,,N,14.0,26,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5235,351,351,13-06-2020,Arrivals through borders,risk of infections,,,,,,,,,,,E,LY-TB-tripoli,32.0,52,"30,38",N,13.0,11.0,"14,86",E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5236,351,351,13-06-2020,Arrivals through borders,risk of infections,,,,,,,,,,,E,,,,,,,,,E,France,13-06-2020,Video,French,Sabha,LY-SB,Libya
5237,352,352,,Social,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-05-17,Written press,French,,,
5239,352,352,,OSC actions,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-05-17,Written press,French,,,
5240,352,352,,government actions,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-05-17,Written press,French,,,
5241,353,353,17-06-2020,Movements,,,,,,238,,,,,458,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5242,353,353,17-06-2020,Movements,,,,,,238,,,,,458,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5243,353,353,17-06-2020,Movements,,,,,,238,,,,,458,E,,,,,,,,,E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5247,353,353,17-06-2020,Rescued at sea,,,,,,238,,,,,458,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5248,353,353,17-06-2020,Rescued at sea,,,,,,238,,,,,458,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5249,353,353,17-06-2020,Rescued at sea,,,,,,238,,,,,458,E,,,,,,,,,E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5250,353,353,17-06-2020,Deportation,,,,,,238,,,,,458,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5251,353,353,17-06-2020,Deportation,,,,,,238,,,,,458,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5252,353,353,17-06-2020,Deportation,,,,,,238,,,,,458,E,,,,,,,,,E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5256,353,353,17-06-2020,government actions,,,,,,238,,,,,458,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5257,353,353,17-06-2020,government actions,,,,,,238,,,,,458,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5258,353,353,17-06-2020,government actions,,,,,,238,,,,,458,E,,,,,,,,,E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5259,353,353,17-06-2020,NGOs actions,,,,,,238,,,,,458,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5260,353,353,17-06-2020,NGOs actions,,,,,,238,,,,,458,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5261,353,353,17-06-2020,NGOs actions,,,,,,238,,,,,458,E,,,,,,,,,E,France,18-06-2020,Written press,French,Az Zawiyah,LY-ZA,Libya
5262,354,354,20-06-2020,Movements,quarantine,,67.0,,,,67,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5263,354,354,20-06-2020,Movements,quarantine,,67.0,,,,67,,,,,E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5264,354,354,20-06-2020,Movements,quarantine,,67.0,,,,67,,,,,E,,,,,,,,,E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5268,354,354,20-06-2020,Arrival by sea,quarantine,,67.0,,,,67,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5269,354,354,20-06-2020,Arrival by sea,quarantine,,67.0,,,,67,,,,,E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5270,354,354,20-06-2020,Arrival by sea,quarantine,,67.0,,,,67,,,,,E,,,,,,,,,E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5274,354,354,20-06-2020,government actions,quarantine,,67.0,,,,67,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5275,354,354,20-06-2020,government actions,quarantine,,67.0,,,,67,,,,,E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5276,354,354,20-06-2020,government actions,quarantine,,67.0,,,,67,,,,,E,,,,,,,,,E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5277,354,354,20-06-2020,NGOs actions,quarantine,,67.0,,,,67,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5278,354,354,20-06-2020,NGOs actions,quarantine,,67.0,,,,67,,,,,E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5279,354,354,20-06-2020,NGOs actions,quarantine,,67.0,,,,67,,,,,E,,,,,,,,,E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5286,354,354,20-06-2020,quarantine,quarantine,,67.0,,,,67,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5287,354,354,20-06-2020,quarantine,quarantine,,67.0,,,,67,,,,,E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5288,354,354,20-06-2020,quarantine,quarantine,,67.0,,,,67,,,,,E,,,,,,,,,E,France,23-06-2020,Radio,French,tripoli,LY-TB,Libya
5289,355,355,28-03-2020,Social,access to health care,,,,,,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,UK,29-03-2020,Written press,French,Misratah,LY-MI,Libya
5290,355,355,28-03-2020,Social,access to health care,,,,,,,,,,,E,,,,,,,,,E,UK,29-03-2020,Written press,French,Misratah,LY-MI,Libya
5293,355,355,28-03-2020,government actions,access to health care,,,,,,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,UK,29-03-2020,Written press,French,Misratah,LY-MI,Libya
5294,355,355,28-03-2020,government actions,access to health care,,,,,,,,,,,E,,,,,,,,,E,UK,29-03-2020,Written press,French,Misratah,LY-MI,Libya
5295,355,355,28-03-2020,Details on lockdown,access to health care,,,,,,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,UK,29-03-2020,Written press,French,Misratah,LY-MI,Libya
5296,355,355,28-03-2020,Details on lockdown,access to health care,,,,,,,,,,,E,,,,,,,,,E,UK,29-03-2020,Written press,French,Misratah,LY-MI,Libya
5297,355,355,28-03-2020,NGOs actions,access to health care,,,,,,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,UK,29-03-2020,Written press,French,Misratah,LY-MI,Libya
5298,355,355,28-03-2020,NGOs actions,access to health care,,,,,,,,,,,E,,,,,,,,,E,UK,29-03-2020,Written press,French,Misratah,LY-MI,Libya
5303,355,355,28-03-2020,access to health care,access to health care,,,,,,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,UK,29-03-2020,Written press,French,Misratah,LY-MI,Libya
5304,355,355,28-03-2020,access to health care,access to health care,,,,,,,,,,,E,,,,,,,,,E,UK,29-03-2020,Written press,French,Misratah,LY-MI,Libya
5305,356,356,27-04-2020,Social,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Senegal,28-04-2020,Written press,French,tripoli,LY-TB,Libya
5306,356,356,27-04-2020,Social,,,,,,,,,,,,E,,,,,,,,,E,Senegal,28-04-2020,Written press,French,tripoli,LY-TB,Libya
5309,356,356,27-04-2020,NGOs actions,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Senegal,28-04-2020,Written press,French,tripoli,LY-TB,Libya
5310,356,356,27-04-2020,NGOs actions,,,,,,,,,,,,E,,,,,,,,,E,Senegal,28-04-2020,Written press,French,tripoli,LY-TB,Libya
5311,357,357,,Social,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
5312,357,357,,Social,risk of infections,,,,,,,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
5313,357,357,,Social,risk of infections,,,,,,,,,,,E,IT-RM-Roma,41.0,53.0,35,N,12.0,28.0,58,E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
5314,357,357,,Social,risk of infections,,,,,,,,,,,E,,,,,,,,,E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
5319,357,357,,government actions,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
5320,357,357,,government actions,risk of infections,,,,,,,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
5321,357,357,,government actions,risk of infections,,,,,,,,,,,E,IT-RM-Roma,41.0,53.0,35,N,12.0,28.0,58,E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
5322,357,357,,government actions,risk of infections,,,,,,,,,,,E,,,,,,,,,E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
5331,357,357,,risk of infections,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
5332,357,357,,risk of infections,risk of infections,,,,,,,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
5333,357,357,,risk of infections,risk of infections,,,,,,,,,,,E,IT-RM-Roma,41.0,53.0,35,N,12.0,28.0,58,E,UK,11-05-2020,Written press,French,tripoli,LY-TB,Libya
