,Article ID,Unnamed: 0.1.1.1,Event Date,Event Type,Event-Type Precision,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,Source-Country,Source-date,Source-Type,Language,City,City code,Country
7238,459,459,19-08-2020,Arrival by sea,,,,,,,,,,,,,,,,,,,,,,Tunisia,19-08-2020,Written press,Arabic,,,
7239,460,460,14-06-2020,Movements,,,,,,,1000,,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,,N,12.0,35,,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7240,460,460,14-06-2020,Movements,,,,,,,1000,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7241,460,460,14-06-2020,Movements,,,,,,,1000,,,,,E,LY-TB-tripoli,32.0,53.0,"30,68",N,13.0,11.0,"14,86",E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7242,460,460,14-06-2020,Movements,,,,,,,1000,,,,,E,,,,,,,,,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7247,460,460,14-06-2020,Departures,,,,,,,1000,,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,,N,12.0,35,,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7248,460,460,14-06-2020,Departures,,,,,,,1000,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7249,460,460,14-06-2020,Departures,,,,,,,1000,,,,,E,LY-TB-tripoli,32.0,53.0,"30,68",N,13.0,11.0,"14,86",E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7250,460,460,14-06-2020,Departures,,,,,,,1000,,,,,E,,,,,,,,,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7251,460,460,14-06-2020,Arrival by sea,,,,,,,1000,,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,,N,12.0,35,,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7252,460,460,14-06-2020,Arrival by sea,,,,,,,1000,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7253,460,460,14-06-2020,Arrival by sea,,,,,,,1000,,,,,E,LY-TB-tripoli,32.0,53.0,"30,68",N,13.0,11.0,"14,86",E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7254,460,460,14-06-2020,Arrival by sea,,,,,,,1000,,,,,E,,,,,,,,,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7255,460,460,14-06-2020,Arrivals through borders,,,,,,,1000,,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,,N,12.0,35,,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7256,460,460,14-06-2020,Arrivals through borders,,,,,,,1000,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7257,460,460,14-06-2020,Arrivals through borders,,,,,,,1000,,,,,E,LY-TB-tripoli,32.0,53.0,"30,68",N,13.0,11.0,"14,86",E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7258,460,460,14-06-2020,Arrivals through borders,,,,,,,1000,,,,,E,,,,,,,,,E,Germany,14-06-2020,Written press,German,Sicilia,IT-82,Italy
7259,461,461,10-08-2020,Social,,,,,,,,,,,40/WEEK,,IT-82-Sicilia => Lampedusa,35.0,31.0,0,N,12.0,35,0,E,France,06-08-2020,Written press,Arabic,Sicilia,IT-82,Italy
7260,461,461,10-08-2020,Social,,,,,,,,,,,40/WEEK,E,,,,,,,,,E,France,06-08-2020,Written press,Arabic,Sicilia,IT-82,Italy
7263,461,461,10-08-2020,government actions,,,,,,,,,,,40/WEEK,,IT-82-Sicilia => Lampedusa,35.0,31.0,0,N,12.0,35,0,E,France,06-08-2020,Written press,Arabic,Sicilia,IT-82,Italy
7264,461,461,10-08-2020,government actions,,,,,,,,,,,40/WEEK,E,,,,,,,,,E,France,06-08-2020,Written press,Arabic,Sicilia,IT-82,Italy
7267,461,461,10-08-2020,Departures,,,,,,,,,,,40/WEEK,,IT-82-Sicilia => Lampedusa,35.0,31.0,0,N,12.0,35,0,E,France,06-08-2020,Written press,Arabic,Sicilia,IT-82,Italy
7268,461,461,10-08-2020,Departures,,,,,,,,,,,40/WEEK,E,,,,,,,,,E,France,06-08-2020,Written press,Arabic,Sicilia,IT-82,Italy
7269,462,462,05-08-2020,Movements,infections,2.0,,,,,,,,,,,TN-82-Mdenine => Djerba,33.0,47.0,0,N,10.0,53,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7270,462,462,05-08-2020,Movements,infections,2.0,,,,,,,,,,E,TN-41-Kairouan,35.0,40,0,N,10.0,6.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7271,462,462,05-08-2020,Movements,infections,2.0,,,,,,,,,,E,TN-52-Monastir,35.0,46.0,0,N,10.0,51.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7272,462,462,05-08-2020,Movements,infections,2.0,,,,,,,,,,E,,,,,,,,,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7277,462,462,05-08-2020,Departures,infections,2.0,,,,,,,,,,,TN-82-Mdenine => Djerba,33.0,47.0,0,N,10.0,53,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7278,462,462,05-08-2020,Departures,infections,2.0,,,,,,,,,,E,TN-41-Kairouan,35.0,40,0,N,10.0,6.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7279,462,462,05-08-2020,Departures,infections,2.0,,,,,,,,,,E,TN-52-Monastir,35.0,46.0,0,N,10.0,51.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7280,462,462,05-08-2020,Departures,infections,2.0,,,,,,,,,,E,,,,,,,,,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7281,462,462,05-08-2020,Arrivals through borders,infections,2.0,,,,,,,,,,,TN-82-Mdenine => Djerba,33.0,47.0,0,N,10.0,53,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7282,462,462,05-08-2020,Arrivals through borders,infections,2.0,,,,,,,,,,E,TN-41-Kairouan,35.0,40,0,N,10.0,6.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7283,462,462,05-08-2020,Arrivals through borders,infections,2.0,,,,,,,,,,E,TN-52-Monastir,35.0,46.0,0,N,10.0,51.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7284,462,462,05-08-2020,Arrivals through borders,infections,2.0,,,,,,,,,,E,,,,,,,,,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7285,462,462,05-08-2020,Arrival by sea,infections,2.0,,,,,,,,,,,TN-82-Mdenine => Djerba,33.0,47.0,0,N,10.0,53,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7286,462,462,05-08-2020,Arrival by sea,infections,2.0,,,,,,,,,,E,TN-41-Kairouan,35.0,40,0,N,10.0,6.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7287,462,462,05-08-2020,Arrival by sea,infections,2.0,,,,,,,,,,E,TN-52-Monastir,35.0,46.0,0,N,10.0,51.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7288,462,462,05-08-2020,Arrival by sea,infections,2.0,,,,,,,,,,E,,,,,,,,,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7297,462,462,05-08-2020,infections,infections,2.0,,,,,,,,,,,TN-82-Mdenine => Djerba,33.0,47.0,0,N,10.0,53,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7298,462,462,05-08-2020,infections,infections,2.0,,,,,,,,,,E,TN-41-Kairouan,35.0,40,0,N,10.0,6.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7299,462,462,05-08-2020,infections,infections,2.0,,,,,,,,,,E,TN-52-Monastir,35.0,46.0,0,N,10.0,51.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7300,462,462,05-08-2020,infections,infections,2.0,,,,,,,,,,E,,,,,,,,,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7301,462,462,05-08-2020,quarantine,infections,2.0,,,,,,,,,,,TN-82-Mdenine => Djerba,33.0,47.0,0,N,10.0,53,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7302,462,462,05-08-2020,quarantine,infections,2.0,,,,,,,,,,E,TN-41-Kairouan,35.0,40,0,N,10.0,6.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7303,462,462,05-08-2020,quarantine,infections,2.0,,,,,,,,,,E,TN-52-Monastir,35.0,46.0,0,N,10.0,51.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7304,462,462,05-08-2020,quarantine,infections,2.0,,,,,,,,,,E,,,,,,,,,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7309,462,462,05-08-2020,government actions,infections,2.0,,,,,,,,,,,TN-82-Mdenine => Djerba,33.0,47.0,0,N,10.0,53,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7310,462,462,05-08-2020,government actions,infections,2.0,,,,,,,,,,E,TN-41-Kairouan,35.0,40,0,N,10.0,6.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7311,462,462,05-08-2020,government actions,infections,2.0,,,,,,,,,,E,TN-52-Monastir,35.0,46.0,0,N,10.0,51.0,0,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7312,462,462,05-08-2020,government actions,infections,2.0,,,,,,,,,,E,,,,,,,,,E,Tunisia,06-08-2020,Written press,French,Mdenine,TN-82,Tunisia
7313,463,463,14-08-2020,Health,infections,,,,,,,,,,,,TN-81-Gabs,33.0,52.0,53,N,10.0,5,54,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7314,463,463,14-08-2020,Health,infections,,,,,,,,,,,E,TN-82-Mdenine,33.0,21,"16,99",N,10.0,30.0,"19,01",E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7315,463,463,14-08-2020,Health,infections,,,,,,,,,,,E,TN-51-Sousse,35.0,50.0,0,N,10.0,38.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7316,463,463,14-08-2020,Health,infections,,,,,,,,,,,E,TN-42-Kasserine,35.0,30.0,0,N,11.0,7.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7325,463,463,14-08-2020,infections,infections,,,,,,,,,,,,TN-81-Gabs,33.0,52.0,53,N,10.0,5,54,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7326,463,463,14-08-2020,infections,infections,,,,,,,,,,,E,TN-82-Mdenine,33.0,21,"16,99",N,10.0,30.0,"19,01",E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7327,463,463,14-08-2020,infections,infections,,,,,,,,,,,E,TN-51-Sousse,35.0,50.0,0,N,10.0,38.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7328,463,463,14-08-2020,infections,infections,,,,,,,,,,,E,TN-42-Kasserine,35.0,30.0,0,N,11.0,7.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7329,463,463,14-08-2020,risk of infections,infections,,,,,,,,,,,,TN-81-Gabs,33.0,52.0,53,N,10.0,5,54,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7330,463,463,14-08-2020,risk of infections,infections,,,,,,,,,,,E,TN-82-Mdenine,33.0,21,"16,99",N,10.0,30.0,"19,01",E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7331,463,463,14-08-2020,risk of infections,infections,,,,,,,,,,,E,TN-51-Sousse,35.0,50.0,0,N,10.0,38.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7332,463,463,14-08-2020,risk of infections,infections,,,,,,,,,,,E,TN-42-Kasserine,35.0,30.0,0,N,11.0,7.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7333,463,463,14-08-2020,quarantine,infections,,,,,,,,,,,,TN-81-Gabs,33.0,52.0,53,N,10.0,5,54,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7334,463,463,14-08-2020,quarantine,infections,,,,,,,,,,,E,TN-82-Mdenine,33.0,21,"16,99",N,10.0,30.0,"19,01",E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7335,463,463,14-08-2020,quarantine,infections,,,,,,,,,,,E,TN-51-Sousse,35.0,50.0,0,N,10.0,38.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7336,463,463,14-08-2020,quarantine,infections,,,,,,,,,,,E,TN-42-Kasserine,35.0,30.0,0,N,11.0,7.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7341,463,463,14-08-2020,access to health care,infections,,,,,,,,,,,,TN-81-Gabs,33.0,52.0,53,N,10.0,5,54,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7342,463,463,14-08-2020,access to health care,infections,,,,,,,,,,,E,TN-82-Mdenine,33.0,21,"16,99",N,10.0,30.0,"19,01",E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7343,463,463,14-08-2020,access to health care,infections,,,,,,,,,,,E,TN-51-Sousse,35.0,50.0,0,N,10.0,38.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7344,463,463,14-08-2020,access to health care,infections,,,,,,,,,,,E,TN-42-Kasserine,35.0,30.0,0,N,11.0,7.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7345,463,463,14-08-2020,government actions,infections,,,,,,,,,,,,TN-81-Gabs,33.0,52.0,53,N,10.0,5,54,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7346,463,463,14-08-2020,government actions,infections,,,,,,,,,,,E,TN-82-Mdenine,33.0,21,"16,99",N,10.0,30.0,"19,01",E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7347,463,463,14-08-2020,government actions,infections,,,,,,,,,,,E,TN-51-Sousse,35.0,50.0,0,N,10.0,38.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7348,463,463,14-08-2020,government actions,infections,,,,,,,,,,,E,TN-42-Kasserine,35.0,30.0,0,N,11.0,7.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7349,463,463,14-08-2020,Details on lockdown,infections,,,,,,,,,,,,TN-81-Gabs,33.0,52.0,53,N,10.0,5,54,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7350,463,463,14-08-2020,Details on lockdown,infections,,,,,,,,,,,E,TN-82-Mdenine,33.0,21,"16,99",N,10.0,30.0,"19,01",E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7351,463,463,14-08-2020,Details on lockdown,infections,,,,,,,,,,,E,TN-51-Sousse,35.0,50.0,0,N,10.0,38.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7352,463,463,14-08-2020,Details on lockdown,infections,,,,,,,,,,,E,TN-42-Kasserine,35.0,30.0,0,N,11.0,7.0,0,E,Tunisia,15-08-2020,Written press,Arabic,Gabs,TN-81,Tunisia
7353,464,464,,Movements,,,,,,,7890,,,,,,,,,,,,,,,Tunisia,04-09-2020,Written press,Arabic,,,
7355,464,464,,Arrival by sea,,,,,,,7890,,,,,,,,,,,,,,,Tunisia,04-09-2020,Written press,Arabic,,,
7356,464,464,,Departures,,,,,,,7890,,,,,,,,,,,,,,,Tunisia,04-09-2020,Written press,Arabic,,,
7357,464,464,,Rescued at sea,,,,,,,7890,,,,,,,,,,,,,,,Tunisia,04-09-2020,Written press,Arabic,,,
7359,464,464,,government actions,,,,,,,7890,,,,,,,,,,,,,,,Tunisia,04-09-2020,Written press,Arabic,,,
7360,465,465,,Movements,,,,,,,,,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,0,N,12.0,35,0,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7361,465,465,,Movements,,,,,,,,,,,,E,TN-61-Sfax,34.0,44,26,N,10.0,45.0,35,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7362,465,465,,Movements,,,,,,,,,,,,E,TN-53-Mahdia,35.0,30.0,17,N,11.0,3.0,44,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7363,465,465,,Movements,,,,,,,,,,,,E,,,,,,,,,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7368,465,465,,Arrival by sea,,,,,,,,,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,0,N,12.0,35,0,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7369,465,465,,Arrival by sea,,,,,,,,,,,,E,TN-61-Sfax,34.0,44,26,N,10.0,45.0,35,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7370,465,465,,Arrival by sea,,,,,,,,,,,,E,TN-53-Mahdia,35.0,30.0,17,N,11.0,3.0,44,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7371,465,465,,Arrival by sea,,,,,,,,,,,,E,,,,,,,,,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7372,465,465,,Rescued at sea,,,,,,,,,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,0,N,12.0,35,0,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7373,465,465,,Rescued at sea,,,,,,,,,,,,E,TN-61-Sfax,34.0,44,26,N,10.0,45.0,35,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7374,465,465,,Rescued at sea,,,,,,,,,,,,E,TN-53-Mahdia,35.0,30.0,17,N,11.0,3.0,44,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7375,465,465,,Rescued at sea,,,,,,,,,,,,E,,,,,,,,,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7380,465,465,,government actions,,,,,,,,,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,0,N,12.0,35,0,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7381,465,465,,government actions,,,,,,,,,,,,E,TN-61-Sfax,34.0,44,26,N,10.0,45.0,35,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7382,465,465,,government actions,,,,,,,,,,,,E,TN-53-Mahdia,35.0,30.0,17,N,11.0,3.0,44,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7383,465,465,,government actions,,,,,,,,,,,,E,,,,,,,,,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7384,465,465,,NGOs actions,,,,,,,,,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,0,N,12.0,35,0,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7385,465,465,,NGOs actions,,,,,,,,,,,,E,TN-61-Sfax,34.0,44,26,N,10.0,45.0,35,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7386,465,465,,NGOs actions,,,,,,,,,,,,E,TN-53-Mahdia,35.0,30.0,17,N,11.0,3.0,44,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7387,465,465,,NGOs actions,,,,,,,,,,,,E,,,,,,,,,E,UK,08-09-2020,Written press,Arabic,Sicilia,IT-82,Italy
7388,466,466,,Movements,,,,,,,,,,,,,LY-TB-Tarabulus => Tajura,32.0,52.0,55,N,13.0,20,24,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7389,466,466,,Movements,,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27,50,N,14.0,34.0,21,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7390,466,466,,Movements,,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7391,466,466,,Movements,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7396,466,466,,Arrivals through borders,,,,,,,,,,,,,LY-TB-Tarabulus => Tajura,32.0,52.0,55,N,13.0,20,24,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7397,466,466,,Arrivals through borders,,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27,50,N,14.0,34.0,21,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7398,466,466,,Arrivals through borders,,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7399,466,466,,Arrivals through borders,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7400,466,466,,Arrival by sea,,,,,,,,,,,,,LY-TB-Tarabulus => Tajura,32.0,52.0,55,N,13.0,20,24,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7401,466,466,,Arrival by sea,,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27,50,N,14.0,34.0,21,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7402,466,466,,Arrival by sea,,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7403,466,466,,Arrival by sea,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7404,466,466,,Dying when crossing borders,,,,,,,,,,,,,LY-TB-Tarabulus => Tajura,32.0,52.0,55,N,13.0,20,24,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7405,466,466,,Dying when crossing borders,,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27,50,N,14.0,34.0,21,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7406,466,466,,Dying when crossing borders,,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7407,466,466,,Dying when crossing borders,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7408,466,466,,Dying in sea,,,,,,,,,,,,,LY-TB-Tarabulus => Tajura,32.0,52.0,55,N,13.0,20,24,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7409,466,466,,Dying in sea,,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27,50,N,14.0,34.0,21,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7410,466,466,,Dying in sea,,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7411,466,466,,Dying in sea,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7412,466,466,,Rescued when crossing borders,,,,,,,,,,,,,LY-TB-Tarabulus => Tajura,32.0,52.0,55,N,13.0,20,24,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7413,466,466,,Rescued when crossing borders,,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27,50,N,14.0,34.0,21,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7414,466,466,,Rescued when crossing borders,,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7415,466,466,,Rescued when crossing borders,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7420,466,466,,government actions,,,,,,,,,,,,,LY-TB-Tarabulus => Tajura,32.0,52.0,55,N,13.0,20,24,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7421,466,466,,government actions,,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27,50,N,14.0,34.0,21,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7422,466,466,,government actions,,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7423,466,466,,government actions,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7424,466,466,,NGOs actions,,,,,,,,,,,,,LY-TB-Tarabulus => Tajura,32.0,52.0,55,N,13.0,20,24,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7425,466,466,,NGOs actions,,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27,50,N,14.0,34.0,21,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7426,466,466,,NGOs actions,,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7427,466,466,,NGOs actions,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,UK,11-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
7428,467,467,02-07-2020,Movements,risk of infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,88",N,13.0,11,"14,86",E,International,03-07-2020,Written press,Arabic,tripoli,LY-TB,Libya
7429,467,467,02-07-2020,Movements,risk of infections,,,,,,,,,,,E,,,,,,,,,E,International,03-07-2020,Written press,Arabic,tripoli,LY-TB,Libya
